,lat,lon,city,clouds,country,date,humidity,max_temp,wind_sp
271,49.0,-1.17,manica,90,FR,1579921659,100,35.6,5.82
272,-21.21,-159.78,avarua,80,CK,1579921136,83,82.4,9.17
273,50.65,-102.08,esterhazy,100,CA,1579921659,86,19.31,9.62
274,30.48,-115.95,san quintin,100,MX,1579921659,82,59.79,1.25
275,32.03,51.88,shahreza,0,IR,1579921659,37,26.2,3.78
276,66.94,-53.67,sisimiut,100,GL,1579921660,93,2.28,3.47
277,46.94,19.48,kerekegyhaza,90,HU,1579921660,100,30.0,2.24
278,44.14,17.4,donji vakuf,64,BA,1579921660,93,33.15,6.13
279,68.22,-135.01,aklavik,90,CA,1579921286,76,-4.0,11.41
280,4.88,-1.76,takoradi,55,GH,1579921660,92,77.13,2.89
281,17.02,54.09,salalah,20,OM,1579921252,73,73.4,3.27
282,54.72,158.62,milkovo,100,RU,1579921660,94,5.41,1.99
283,51.15,0.87,ashford,75,GB,1579921648,93,43.0,9.17
284,20.02,95.55,taungdwingyi,95,MM,1579921660,36,68.65,8.1
285,55.17,124.72,tynda,42,RU,1579921660,89,-16.91,0.94
286,52.52,99.83,orlik,100,RU,1579921660,81,4.35,3.56
287,54.28,-0.4,scarborough,53,GB,1579921660,93,44.01,4.7
288,44.1,-70.21,lewiston,90,US,1579921661,92,37.99,5.61
289,37.72,-25.43,vila franca do campo,75,PT,1579921251,67,57.2,5.82
290,-31.95,141.43,broken hill,0,AU,1579921661,20,82.4,12.75
291,60.9,131.96,amga,8,RU,1579921661,95,-30.24,1.3
292,24.69,46.72,riyadh,0,SA,1579921284,43,50.0,4.7
293,-31.43,152.92,port macquarie,44,AU,1579921661,66,91.99,7.99
294,48.01,91.64,hovd,90,MN,1579921661,53,5.05,2.73
295,43.75,-81.72,goderich,100,CA,1579921661,94,39.0,19.1
296,29.03,21.55,jalu,0,LY,1579921661,66,51.26,4.97
297,41.27,-73.32,fairfield,1,US,1579921661,59,41.0,5.82
298,-41.07,145.92,burnie,100,AU,1579921662,81,69.01,8.99
299,22.2,109.94,yashan,100,CN,1579921662,75,66.22,6.08
300,11.27,-73.31,dibulla,38,CO,1579921662,85,78.08,3.51
301,-12.74,-60.15,vilhena,100,BR,1579921258,88,70.99,1.97
302,68.75,161.3,cherskiy,100,RU,1579921259,93,-30.15,3.02
303,57.31,88.17,teguldet,100,RU,1579921286,95,26.46,10.09
304,35.73,140.83,hasaki,75,JP,1579921283,65,50.0,8.05
305,43.73,-87.93,sheboygan,90,US,1579921662,100,34.0,6.89
306,13.35,-15.75,nioro,32,GM,1579921662,29,79.07,5.01
307,20.14,-75.21,guantanamo,40,CU,1579921662,73,75.2,6.08
308,47.89,134.95,khor,0,RU,1579921662,91,-6.07,12.64
309,38.85,-76.88,forestville,90,US,1579921662,75,48.99,6.93
310,-38.88,-62.07,punta alta,100,AR,1579921662,44,71.1,14.56
311,30.37,-88.56,pascagoula,1,US,1579921663,76,52.0,4.81
312,63.84,-22.43,grindavik,90,IS,1579921663,94,32.0,27.51
313,55.28,-114.77,slave lake,75,CA,1579921187,92,23.0,6.93
314,43.9,21.94,bogovina,15,RS,1579921663,68,28.4,5.82
315,22.67,106.25,cao bang,100,VN,1579921663,88,52.59,4.59
316,7.71,81.69,batticaloa,100,LK,1579921663,81,78.57,7.61
317,53.05,158.65,petropavlovsk-kamchatskiy,100,RU,1579921663,62,21.2,4.47
318,9.66,-68.58,san carlos,97,VE,1579921663,62,75.49,2.95
319,10.18,-70.08,carora,92,VE,1579921663,83,70.65,3.71
320,26.15,50.62,sitrah,0,BH,1579921663,71,55.4,7.38
321,-45.75,170.57,waitati,78,NZ,1579921663,86,61.0,11.99
322,54.72,135.31,chumikan,0,RU,1579921403,70,-8.16,16.67
323,-28.77,114.6,geraldton,0,AU,1579921221,48,82.4,17.22
324,7.99,-75.19,caucasia,83,CO,1579921630,93,74.59,4.25
325,-6.47,16.82,kasongo-lunda,100,CD,1579921664,88,70.84,0.87
326,37.48,141.0,namie,75,JP,1579921664,44,46.99,18.34
327,13.21,12.02,maine-soroa,0,NE,1579921664,27,58.95,13.11
328,34.67,138.95,shimoda,75,JP,1579921054,53,51.8,17.22
329,-4.88,-66.9,carauari,100,BR,1579921664,93,71.53,2.95
330,-20.1,146.27,charters towers,99,AU,1579921296,44,92.23,6.22
331,-23.32,-46.22,santa isabel,90,BR,1579921664,93,66.2,5.82
332,49.66,9.0,erbach,90,DE,1579921664,88,34.0,3.36
333,-0.19,-74.78,puerto leguizamo,100,CO,1579921664,91,76.05,1.72
334,18.74,7.39,arlit,55,NE,1579921278,11,65.68,6.06
335,46.62,10.7,lasa,90,IT,1579921262,85,34.0,2.24
336,-10.67,-77.83,paramonga,100,PE,1579921665,81,72.64,8.84
337,49.04,19.72,liptovsky hradok,64,SK,1579921665,92,25.0,1.12
338,39.08,66.83,kitob,47,UZ,1579921665,61,31.17,5.95
339,-33.01,17.94,saldanha,18,ZA,1579921253,82,66.2,12.75
340,-25.17,46.08,ambovombe,0,MG,1579921665,79,70.21,11.27
341,70.02,135.6,ust-kuyga,11,RU,1579921665,98,-42.36,6.8
342,36.37,6.61,constantine,34,DZ,1579921295,80,35.6,3.98
343,33.73,135.98,shingu,75,JP,1579921294,53,51.8,5.82
344,14.43,77.72,dharmavaram,80,IN,1579921665,37,72.68,3.8
345,22.4,-99.6,ciudad del maiz,99,MX,1579921665,67,57.99,8.99
346,-16.92,145.77,cairns,75,AU,1579921666,88,82.0,6.93
347,20.89,-156.47,kahului,75,US,1579921256,61,80.6,5.82
348,40.74,34.47,iskilip,0,TR,1579921666,68,24.69,3.11
349,-9.43,159.95,honiara,75,SB,1579921077,74,87.8,4.7
350,67.86,20.23,kiruna,55,SE,1579921666,71,6.8,3.36
351,35.13,140.3,katsuura,75,JP,1579921306,36,53.01,4.7
352,64.25,-15.21,hofn,100,IS,1579921241,97,36.28,44.52
353,-22.28,166.46,noumea,40,NC,1579921666,52,87.8,24.16
354,61.95,159.23,evensk,100,RU,1579921299,94,5.83,18.61
355,-12.23,136.77,nhulunbuy,75,AU,1579921308,70,89.6,17.22
356,-0.72,8.78,port-gentil,57,GA,1579921666,78,82.74,9.22
357,69.38,178.42,leningradskiy,4,RU,1579921047,80,-23.69,1.54
358,45.52,-122.68,portland,90,US,1579921254,93,51.8,3.47
359,-32.25,148.62,dubbo,75,AU,1579921302,49,89.6,5.82
360,39.96,18.09,racale,75,IT,1579921667,81,55.99,8.05
361,-45.58,-72.07,coihaique,98,CL,1579921423,48,62.6,12.75
362,43.3,52.8,zhanaozen,41,KZ,1579921284,64,24.24,8.3
363,-21.15,149.2,mackay,40,AU,1579921594,66,87.8,11.41
364,20.5,-10.07,adrar,99,MR,1579921043,39,72.84,11.1
365,69.31,16.12,andenes,100,NO,1579921667,100,32.0,5.82
366,58.01,39.18,pesochnoye,78,RU,1579921667,93,28.2,9.04
367,-15.43,-74.62,acari,91,PE,1579921667,79,69.26,1.95
368,67.67,12.69,sorland,0,NO,1579921301,59,36.68,17.4
369,34.64,-120.46,lompoc,1,US,1579921217,55,62.6,6.93
370,52.7,118.81,ust-karsk,1,RU,1579921668,87,-3.19,3.53
371,47.84,30.26,lyubashivka,0,UA,1579921668,64,29.88,7.52
372,22.68,-3.98,taoudenni,89,ML,1579921245,20,72.52,5.88
373,-21.36,55.77,saint-philippe,100,RE,1579921244,100,77.0,25.28
374,37.34,-121.89,san jose,75,US,1579921022,93,60.01,5.82
375,40.71,-112.1,magna,90,US,1579921668,100,39.99,4.7
376,34.17,77.58,leh,100,IN,1579921269,91,-1.35,4.32
377,67.47,86.58,igarka,100,RU,1579921668,93,9.27,16.84
378,42.25,-75.83,broome,90,US,1579921286,35,42.01,6.93
379,-3.22,40.12,malindi,100,KE,1579921668,95,76.91,6.4
380,-8.77,160.7,auki,0,SB,1579921281,72,85.1,8.41
381,60.73,56.72,nyrob,88,RU,1579921669,99,-0.38,4.47
382,11.02,29.72,kaduqli,0,SD,1579921669,20,60.33,22.77
383,0.6,-80.03,muisne,100,EC,1579921268,88,77.47,3.94
384,-10.07,-78.15,huarmey,100,PE,1579921377,65,74.5,2.19
385,-20.23,164.02,poum,19,NC,1579921669,74,79.66,13.42
386,50.68,156.12,severo-kurilsk,95,RU,1579921281,90,17.17,41.03
387,61.13,74.82,lokosovo,74,RU,1579921669,98,-1.53,5.32
388,-0.88,131.25,sorong,52,ID,1579921287,56,90.63,2.08
389,50.1,-91.92,sioux lookout,90,CA,1579921669,85,19.4,2.24
390,58.52,125.52,lebedinyy,100,RU,1579921669,92,-7.22,6.71
391,46.38,-120.31,toppenish,75,US,1579921669,70,50.0,3.36
392,-17.74,-46.17,joao pinheiro,100,BR,1579921670,95,69.57,5.48
393,65.58,-171.0,lavrentiya,0,RU,1579921260,80,-15.86,3.11
394,51.26,-80.61,moose factory,90,CA,1579921670,79,19.4,4.7
395,-24.83,16.98,maltahohe,0,NA,1579921670,56,52.32,0.65
396,64.5,-165.41,nome,1,US,1579921257,63,-4.0,3.36
397,-29.68,-53.81,santa maria,33,BR,1579921261,94,68.0,2.24
398,64.96,34.58,kem,87,RU,1579921670,95,9.82,6.76
399,38.42,141.3,ishinomaki,75,JP,1579921670,35,42.8,16.11
400,43.4,3.7,sete,90,FR,1579921670,93,48.0,3.36
401,2.04,45.34,mogadishu,100,SO,1579921670,85,81.14,23.6
402,17.96,-102.2,lazaro cardenas,60,MX,1579921670,81,73.53,1.59
403,29.95,-91.75,iberia,1,US,1579921671,57,53.6,4.7
404,-3.37,135.48,nabire,41,ID,1579921671,53,89.35,4.74
405,70.37,31.11,vardo,100,NO,1579921175,64,27.16,9.44
406,-25.3,152.85,hervey bay,40,AU,1579921671,62,88.0,11.41
407,46.25,3.58,vichy,0,FR,1579921671,90,37.99,3.36
408,-19.55,169.27,isangel,24,VU,1579921246,80,79.27,12.53
409,31.42,51.57,semirom,0,IR,1579921671,52,9.55,4.76
410,43.21,-75.46,roma,1,US,1579921048,59,42.01,8.05
411,36.62,-121.92,pacific grove,1,US,1579921267,82,59.0,6.02
412,7.45,-2.58,berekum,1,GH,1579921671,25,69.1,3.18
413,16.33,-15.0,saint-louis,99,SN,1579921671,19,81.39,9.51
414,-2.08,101.38,sungaipenuh,99,ID,1579921671,95,66.34,1.79
415,67.67,53.09,naryan-mar,86,RU,1579921672,99,-10.75,3.6
416,-44.7,169.15,wanaka,89,NZ,1579921672,88,58.62,6.24
417,54.73,47.57,staroye drozhzhanoye,100,RU,1579921672,95,26.62,13.51
418,18.45,-78.17,lucea,20,JM,1579921672,69,77.0,2.24
419,-32.03,-52.1,rio grande,0,BR,1579921305,91,69.01,9.44
420,-9.6,-35.96,pilar,40,BR,1579921672,94,77.0,3.36
421,-34.67,-54.92,maldonado,0,UY,1579921672,83,71.6,5.82
422,49.67,5.0,sedan,0,FR,1579921672,100,34.0,1.12
423,41.17,75.81,at-bashi,10,KG,1579921672,87,-3.12,2.68
424,-7.11,-34.98,santa rita,75,BR,1579921672,94,78.8,5.82
425,62.14,117.63,suntar,99,RU,1579921672,95,-10.86,5.64
426,41.87,72.94,toktogul,2,KG,1579921672,74,12.7,3.09
427,49.82,-94.43,kenora,90,CA,1579921673,92,19.4,1.97
428,65.84,13.19,mosjoen,100,NO,1579921673,69,37.0,12.75
429,-31.63,-71.17,illapel,56,CL,1579921673,77,58.28,0.51
430,18.69,12.92,bilma,40,NE,1579921673,15,57.88,7.7
431,55.43,86.08,borovoy,100,RU,1579921673,63,30.2,11.18
432,19.28,-81.25,bodden town,20,KY,1579921673,73,75.99,3.36
433,66.77,123.37,zhigansk,56,RU,1579921301,95,-42.63,10.69
434,5.88,14.55,garoua boulai,63,CM,1579921673,21,55.81,5.06
435,51.66,103.71,slyudyanka,53,RU,1579921673,72,18.9,5.39
436,9.41,45.06,odweyne,91,SO,1579921673,80,64.58,13.35
437,-0.69,100.95,sijunjung,77,ID,1579921673,78,80.22,2.13
438,56.48,8.79,vinderup,100,DK,1579921674,100,42.01,8.05
439,19.75,10.25,agadez,87,NE,1579921674,15,56.28,4.05
440,32.3,-9.24,asfi,0,MA,1579921674,85,53.91,16.98
441,10.57,72.64,kavaratti,100,IN,1579921254,75,81.55,7.83
442,-7.3,-70.22,envira,100,BR,1579921674,99,71.87,1.72
443,4.93,-52.33,cayenne,90,GF,1579921674,78,78.8,3.36
444,3.17,-52.32,camopi,89,GF,1579921674,95,72.9,4.47
445,-38.27,141.97,codrington,68,AU,1579920995,83,63.77,16.51
446,57.63,92.27,pirovskoye,100,RU,1579921674,94,27.84,7.07
447,-37.88,147.98,lakes entrance,31,AU,1579921674,46,82.99,7.0
448,68.0,35.01,lovozero,100,RU,1579921674,95,8.96,3.96
449,-20.52,57.52,souillac,75,MU,1579921249,100,80.01,18.34
450,32.44,105.82,guangyuan,100,CN,1579921428,62,37.0,1.01
451,3.3,117.63,tarakan,67,ID,1579921675,68,86.04,2.33
452,6.12,81.12,hambantota,5,LK,1579921244,100,77.0,9.17
453,-28.87,153.57,ballina,90,AU,1579921675,88,78.8,6.93
454,5.21,-4.41,jacqueville,20,CI,1579921675,89,84.2,3.36
455,22.48,92.97,saiha,0,IN,1579921675,33,60.69,1.19
456,11.71,11.07,potiskum,33,NG,1579921675,24,59.09,14.79
457,-6.12,141.29,kiunga,100,PG,1579921675,93,80.92,2.28
458,60.47,166.1,tilichiki,100,RU,1579921244,88,27.88,25.9
459,-20.34,57.76,bambous virieux,75,MU,1579921260,100,80.01,18.34
460,42.25,-2.5,la rioja,90,ES,1579921675,100,41.0,1.12
461,14.4,46.47,marzuq,85,YE,1579921675,84,60.15,1.66
462,36.79,31.44,manavgat,0,TR,1579921676,33,42.8,14.99
463,31.46,131.23,kushima,75,JP,1579921676,93,53.6,12.75
464,4.58,13.68,bertoua,4,CM,1579921676,28,54.77,2.51
465,44.06,-103.15,rapid valley,1,US,1579921676,80,35.6,4.7
466,47.15,42.46,zimovniki,100,RU,1579921676,75,33.31,24.47
467,46.98,-123.89,hoquiam,90,US,1579921676,100,50.0,4.7
468,13.22,80.32,kattivakkam,20,IN,1579921676,94,73.99,5.17
469,-34.05,23.37,plettenberg bay,0,ZA,1579921676,82,66.94,4.72
470,48.59,57.19,shubarshi,92,KZ,1579921676,96,5.59,11.25
471,51.23,-58.65,saint-augustin,11,CA,1579921272,74,4.33,10.18
472,-30.18,-50.21,cidreira,0,BR,1579921247,70,72.99,2.13
473,-8.38,-74.55,pucallpa,75,PE,1579921677,83,80.6,4.7
474,4.75,115.0,limbang,75,MY,1579921677,79,86.0,4.7
475,44.57,23.02,tamna,0,RO,1579921677,58,30.22,6.06
476,69.22,-51.1,ilulissat,100,GL,1579921277,51,12.2,17.22
477,66.15,-65.71,pangnirtung,100,CA,1579921677,99,-37.71,2.1
478,38.84,-7.59,estremoz,100,PT,1579921677,95,48.0,8.39
479,18.39,42.45,faya,0,SA,1579921677,93,50.0,5.82
480,44.15,-87.57,two rivers,90,US,1579921677,93,34.0,5.82
481,56.18,-117.6,grimshaw,40,CA,1579921677,92,26.6,3.36
482,30.8,108.39,wanxian,100,CN,1579921677,60,44.13,3.71
483,39.23,106.34,shitanjing,0,CN,1579921677,46,28.9,2.06
484,-28.55,16.43,oranjemund,5,NA,1579921388,93,62.46,1.12
485,-9.01,-35.22,maragogi,100,BR,1579921306,79,81.25,11.27
486,35.54,-100.96,pampa,1,US,1579921633,64,51.8,10.29
487,-35.17,173.17,ahipara,0,NZ,1579921271,76,69.03,15.28
488,50.23,106.21,suhbaatar,0,MN,1579921285,82,1.11,2.95
489,41.07,-85.01,allen,90,US,1579921678,100,39.99,5.79
490,21.28,-88.27,panaba,86,MX,1579921678,70,70.65,6.46
491,52.45,64.63,kushmurun,0,KZ,1579921678,90,0.01,9.26
492,-12.02,17.48,camacupa,100,AO,1579921398,98,62.69,1.86
493,52.18,-7.33,kill,99,IE,1579921678,87,46.0,5.01
494,52.37,84.39,bystryy istok,100,RU,1579921678,80,24.37,3.53
495,14.92,120.55,lubao,75,PH,1579921678,69,82.99,6.93
496,-13.85,136.42,alyangula,40,AU,1579921392,66,89.6,11.41
497,64.47,40.85,uyemskiy,90,RU,1579921679,85,15.8,4.47
498,-5.36,104.97,pringsewu,100,ID,1579921679,94,75.72,2.42
499,66.8,65.81,kharp,100,RU,1579921384,95,-0.65,6.58
500,0.53,72.93,thinadhoo,100,MV,1579921679,82,82.11,17.45
501,-21.04,-57.87,fuerte olimpo,0,PY,1579921399,75,75.29,2.39
502,25.83,69.38,khipro,0,PK,1579921679,31,64.31,6.04
503,7.98,49.82,eyl,100,SO,1579921679,82,79.11,19.8
504,-3.77,-70.38,puerto narino,40,CO,1579921679,100,73.4,4.7
505,-30.89,-55.53,santana do livramento,0,BR,1579921679,56,67.41,1.1
506,21.23,-86.73,isla mujeres,40,MX,1579921679,73,69.8,6.93
507,36.69,52.52,fereydun kenar,90,IR,1579921290,93,41.0,6.93
508,50.72,136.63,solnechnyy,41,RU,1579921679,70,-3.98,2.48
509,-45.87,170.5,dunedin,78,NZ,1579921299,87,61.0,11.01
510,10.39,-71.44,cabimas,100,VE,1579921680,75,79.25,14.45
511,-13.2,49.05,ambilobe,100,MG,1579921680,92,74.17,1.79
512,37.68,-95.46,chanute,90,US,1579921680,82,33.8,4.7
513,44.83,-106.92,sheridan,1,US,1579921680,64,37.4,3.13
514,19.22,-104.7,san patricio,40,MX,1579921041,83,77.0,9.17
515,22.12,95.13,monywa,0,MM,1579921680,39,66.36,11.45
516,60.47,26.92,kotka,75,FI,1579921680,86,30.2,10.29
517,-16.92,35.26,nsanje,100,MW,1579921680,97,66.99,1.52
518,53.41,22.8,monki,100,PL,1579921680,93,37.0,12.84
519,51.9,6.98,velen,75,DE,1579921680,65,35.01,6.93
520,60.4,-1.35,brae,100,GB,1579921384,93,46.4,23.04
521,47.8,67.71,zhezkazgan,90,KZ,1579921681,100,19.4,11.18
522,-3.63,39.85,kilifi,100,KE,1579921681,90,79.99,8.63
523,41.96,42.96,khani,75,GE,1579921681,72,32.0,5.82
524,46.42,3.91,saint-francois,7,FR,1579921681,94,35.01,3.36
525,22.57,59.53,sur,100,OM,1579921681,76,67.44,1.34
526,-25.05,33.64,xai-xai,0,MZ,1579921681,87,68.09,3.29
527,62.1,126.7,berdigestyakh,17,RU,1579921681,94,-30.48,5.84
528,42.27,118.96,chifeng,0,CN,1579921681,47,23.54,3.62
529,48.39,39.16,uspenka,100,UA,1579921307,61,33.03,19.44
530,35.17,-2.93,nador,68,MA,1579921251,76,53.6,4.7
531,-31.93,115.83,perth,52,AU,1579921504,37,91.0,16.11
532,18.73,-103.68,coahuayana,20,MX,1579921090,88,69.8,11.41
533,61.6,5.03,floro,100,NO,1579921682,93,37.4,10.29
534,9.9,4.42,wawa,0,NG,1579921682,26,72.01,6.93
535,65.75,150.85,zyryanka,100,RU,1579921682,95,-25.37,6.91
536,60.75,-137.51,haines junction,99,CA,1579921278,96,-9.22,3.44
537,-22.12,14.28,henties bay,0,NA,1579921682,96,63.0,1.99
538,53.26,-4.31,llangefni,100,GB,1579921682,87,46.4,11.41
539,-22.27,28.75,mathathane,2,BW,1579921682,69,69.75,6.73
540,-41.45,147.17,launceston,90,AU,1579921407,68,70.0,17.22
541,43.12,5.8,sanary-sur-mer,90,FR,1579921682,87,55.0,3.36
542,-12.04,-77.03,lima,100,PE,1579921502,73,77.0,13.87
543,5.88,-55.08,nieuw amsterdam,22,SR,1579921683,88,75.2,3.36
